locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
b2606,rplS,,2744183,2744530,-,50S ribosomal subunit protein L19,"Translation, ribosomal structure and biogenesis",P0A7K6
b2607,trmD,,2744572,2745339,-,tRNA m(1)G37 methyltransferase,"Translation, ribosomal structure and biogenesis",P0A873
b2608,rimM,,2745370,2745918,-,ribosome maturation factor RimM,"Translation, ribosomal structure and biogenesis",P0A7X6
b2609,rpsP,,2745937,2746185,-,30S ribosomal subunit protein S16,"Translation, ribosomal structure and biogenesis",P0A7T3
b2610,ffh,,2746434,2747795,-,signal recognition particle protein component,"Intracellular trafficking, secretion, and vesicular transport",P0AGD7
b2611,ypjD,,2747962,2748753,+,cytochrome c assembly family protein,Function unknown,P64432
b4461,yfjD,,2748774,2750060,+,putative inner membrane protein,Inorganic ion transport and metabolism,P37908
b2614,grpE,,2750115,2750708,-,nucleotide exchange factor GrpE,"Post-translational modification, protein turnover,and chaperones",P09372
b2615,nadK,,2750831,2751709,+,NAD kinase,Nucleotide transport and metabolism,P0A7B3
b2616,recN,,2751795,2753456,+,DNA repair protein RecN,"Replication, recombination and repair",P05824
b2617,bamE,,2753605,2753946,+,outer membrane protein assembly factor BamE,Cell wall/membrane/envelope biogenesis,P0A937
b2618,yfjF,,2754008,2754298,-,putative component of the Rsx system,Function unknown,P52119
b2619,ratA,,2754288,2754764,-,ribosome association toxin RatA,Lipid transport and metabolism,P0AGL5
b2620,smpB,,2754896,2755378,+,SsrA-binding protein,"Translation, ribosomal structure and biogenesis",P0A832
b2622,intA,,2756159,2757400,+,CP4-57 prophage%3B integrase,"Replication, recombination and repair",P32053
b2623,yfjH,,2757644,2758600,-,CP4-57 prophage%3B protein YfjH,No COG annotation,P52123
b2624,alpA,,2758644,2758856,+,CP4-57 prophage%3B DNA-binding transcriptional activator AlpA,Transcription,P33997
b2625,yfjI,,2758985,2760394,+,CP4-57 prophage%3B protein YfjI,Function unknown,P52124
b2626,yfjJ,,2760547,2761173,+,CP4-57 prophage%3B protein YfjJ,Function unknown,P52125
b2627,abpB,,2761351,2763540,-,CP4-57 prophage%3B putative helicase YfjK,"Replication, recombination and repair",P52126
b2628,abpA,,2763537,2765153,-,CP4-57 prophage%3B anti-bacteriophage protein,Function unknown,P52127
b2629,yfjM,,2765513,2765776,-,CP4-57 prophage%3B protein YfjM,"Intracellular trafficking, secretion, and vesicular transport",P52128
b2630,rnlA,,2765918,2766991,+,CP4-57 prophage%3B RNase LS%2C toxin of the RnlAB toxin-antitoxin system,Function unknown,P52129
b2631,rnlB,,2766984,2767355,+,CP4-57 prophage%3B antitoxin RnlB,Function unknown,P52130
b2632,yfjP,,2767710,2768573,+,CP4-57 prophage%3B putative GTP-binding protein YfjP,Function unknown,P52131
b2633,yfjQ,,2768665,2769486,+,CP4-57 prophage%3B protein YfjQ,Function unknown,P52132
b2634,yfjR,,2769703,2770404,+,CP4-57 prophage%3B putative DNA-binding transcriptional regulator,Transcription,P52133
b2635,ypjK,,2770445,2770681,+,CP4-57 prophage%3B uncharacterized protein YpjK,No COG annotation,P52134
b2636,yfjS,,2770681,2771124,+,CP4-57 prophage%3B inner membrane lipoprotein YfjS,Transcription,O52982
b2637,yfjT,,2771148,2771615,+,CP4-57 prophage%3B uncharacterized protein YfjT,No COG annotation,P52135
b2638,yfjU,,2771840,2772154,-,CP4-57 prophage%3B ArsC family protein YfjU,Inorganic ion transport and metabolism,UPI000016814F
b2641,yfjV,,2772167,2773182,-,CP4-57 prophage%3B putative arsenite transporter%2C N-terminal fragment,No COG annotation,
b2642,yfjW,,2773318,2775021,+,CP4-57 prophage%3B uncharacterized protein YfjW,No COG annotation,P52138
b4644,ypjI,,2775545,2775816,+,putative UPF0401 protein YpjI,No COG annotation,
b2643,yfjX,,2775919,2776377,+,CP4-57 prophage%3B putative antirestriction protein,Function unknown,P52139
b2644,yfjY,,2776386,2776868,+,CP4-57 prophage%3B RadC-like JAB domain-containing protein YfjY,Amino acid transport and metabolism,P52140
b4548,ypjJ,,2776877,2777077,+,CP4-57 prophage%3B DUF987 domain-containing protein YpjJ,Function unknown,P58033
b2645,yfjZ,,2777115,2777432,+,CP4-57 prophage%3B putative antitoxin of the YpjF-YfjZ toxin-antitoxin system,Function unknown,P52141
b2646,ypjF,,2777453,2777782,+,CP4-57 prophage%3B toxin of the YpjF-YfjZ toxin-antitoxin system,Function unknown,Q46953
b2647,ypjA,,2778146,2782726,-,adhesin-like autotransporter YpjA,Cell wall/membrane/envelope biogenesis,P52143
b2648,pinH,,2783065,2783304,-,putative invertase fragment,"Replication, recombination and repair",
b2649,ypjB,,2783638,2784429,-,DUF5508 domain-containing protein YpjB,No COG annotation,UPI000013BDF6
b2650,ypjC,,2784529,2785011,-,DUF5507 domain-containing protein YpjC,No COG annotation,UPI000013BDF7
b4462,ygaQ,,2786397,2788649,+,putative uncharacterized protein YgaQ,Carbohydrate transport and metabolism,
b2659,csiD,,2788985,2789962,+,PF08943 family protein CsiD,Energy production and conversion,P76621
b2660,lhgO,,2789982,2791250,+,L-2-hydroxyglutarate oxidase,Energy production and conversion,P37339
b2661,gabD,,2791273,2792721,+,NADP(+)-dependent succinate-semialdehyde dehydrogenase,Energy production and conversion,P25526
b2662,gabT,,2792735,2794015,+,4-aminobutyrate aminotransferase GabT,Amino acid transport and metabolism,P22256
b2663,gabP,,2794253,2795653,+,4-aminobutyrate:H(+) symporter,Amino acid transport and metabolism,P25527
b2664,csiR,,2795674,2796336,+,DNA-binding transcriptional repressor CsiR,Transcription,P37338
b2665,kbp,,2796337,2796786,-,K(+) binding protein,Function unknown,P0ADE6
b2666,yqaE,,2796870,2797028,-,Pmp3 family protein,Function unknown,P0AE42
b2667,ygaV,,2797211,2797510,+,putative DNA-binding transcriptional regulator YgaV,Transcription,P77295
b2668,ygaP,,2797520,2798044,+,thiosulfate sulfurtransferase YgaP,Inorganic ion transport and metabolism,P55734
b2669,stpA,,2798091,2798495,-,DNA-binding transcriptional repressor StpA with RNA chaperone activity,Transcription,P0ACG1
b2670,alaE,,2799164,2799613,+,L-alanine exporter,"Intracellular trafficking, secretion, and vesicular transport",P64550
b2671,ygaC,,2799650,2799994,-,protein YgaC,Function unknown,P0AD53
b2672,ygaM,,2800146,2800475,+,DUF883 domain-containing protein YgaM,Function unknown,P0ADQ7
b2673,nrdH,,2800723,2800968,+,glutaredoxin-like protein,"Post-translational modification, protein turnover,and chaperones",P0AC65
b2674,nrdI,,2800965,2801375,+,dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI,Nucleotide transport and metabolism,P0A772
b2675,nrdE,,2801348,2803492,+,ribonucleoside-diphosphate reductase 2 subunit alpha,Nucleotide transport and metabolism,P39452
b2676,nrdF,,2803502,2804461,+,ribonucleoside-diphosphate reductase 2 subunit beta,Nucleotide transport and metabolism,P37146
b2677,proV,,2804815,2806017,+,glycine betaine ABC transporter ATP binding subunit ProV,Inorganic ion transport and metabolism,P14175
b2678,proW,,2806010,2807074,+,glycine betaine ABC transporter membrane subunit ProW,Inorganic ion transport and metabolism,P14176
b2679,proX,,2807132,2808124,+,glycine betaine ABC transporter periplasmic binding protein ProX,Amino acid transport and metabolism,P0AFM2
b2681,ygaY,,2808316,2809493,+,putative transporter YgaY%2C N-terminal fragment,Amino acid transport and metabolism,
b2682,ygaZ,,2809617,2810354,+,L-valine exporter subunit YgaZ,Amino acid transport and metabolism,P76630
b2683,ygaH,,2810344,2810679,+,L-valine exporter subunit YgaH,Function unknown,P43667
b2684,mprA,,2810770,2811300,+,DNA-binding transcriptional repressor MprA,Transcription,P0ACR9
b2685,emrA,,2811427,2812599,+,multidrug efflux pump membrane fusion protein EmrA,Defense mechanisms,P27303
b2686,emrB,,2812616,2814154,+,multidrug efflux pump membrane subunit EmrB,Amino acid transport and metabolism,P0AEJ0
b2687,luxS,,2814218,2814733,-,S-ribosylhomocysteine lyase,Nucleotide transport and metabolism,P45578
b2688,gshA,,2814883,2816439,-,glutamate--cysteine ligase,Coenzyme transport and metabolism,P0A6W9
b2689,yqaA,,2816512,2816940,-,DedA family protein YqaA,Function unknown,P0ADR0
b2690,yqaB,,2816937,2817503,-,fructose-1-phosphatase,Function unknown,P77475
b2696,csrA,,2818961,2819146,-,carbon storage regulator,"Translation, ribosomal structure and biogenesis",P69913
b2697,alaS,,2819381,2822011,-,alanine--tRNA ligase/DNA-binding transcriptional repressor,"Translation, ribosomal structure and biogenesis",P00957
b2698,recX,,2822139,2822639,-,RecA inhibitor RecX,Function unknown,P33596
b2699,recA,,2822708,2823769,-,DNA recombination/repair protein RecA,"Replication, recombination and repair",P0A7G6
b2700,pncC,,2823849,2824346,-,NMN aminohydrolase,Function unknown,P0A6G3
b2701,mltB,,2824491,2825576,-,membrane-bound lytic murein transglycosylase B,Cell wall/membrane/envelope biogenesis,P41052
b2702,srlA,,2825832,2826395,+,sorbitol-specific PTS enzyme IIC2 component,Carbohydrate transport and metabolism,P56579
b2703,srlE,,2826392,2827351,+,sorbitol-specific PTS enzyme IIBC1 component,Carbohydrate transport and metabolism,P56580
b2704,srlB,,2827362,2827733,+,sorbitol-specific PTS enzyme IIA component,Carbohydrate transport and metabolism,P05706
b2705,srlD,,2827737,2828516,+,sorbitol-6-phosphate 2-dehydrogenase,Lipid transport and metabolism,P05707
b2706,gutM,,2828621,2828980,+,DNA-binding transcriptional activator GutM,Transcription,P15081
b2707,srlR,,2829047,2829820,+,DNA-binding transcriptional repressor SrlR,Transcription,P15082
b2708,gutQ,,2829813,2830778,+,D-arabinose 5-phosphate isomerase GutQ,Nucleotide transport and metabolism,P17115
b2709,norR,,2830775,2832289,-,DNA-binding transcriptional dual regulator NorR,Transcription,P37013
b2710,norV,,2832476,2833915,+,anaerobic nitric oxide reductase flavorubredoxin,Energy production and conversion,Q46877
b2711,norW,,2833912,2835045,+,NADH:flavorubredoxin reductase,Energy production and conversion,P37596
b2712,hypF,,2835173,2837425,-,carbamoyltransferase HypF,"Post-translational modification, protein turnover,and chaperones",P30131
b2713,hydN,,2837578,2838105,-,putative electron transport protein HydN,Energy production and conversion,P0AAK4
b2714,ascG,,2838254,2839264,-,DNA-binding transcriptional repressor AscG,Transcription,P24242
b2715,ascF,,2839524,2840981,+,beta-glucoside specific PTS enzyme IIBC component,Carbohydrate transport and metabolism,P24241
b2716,ascB,,2840990,2842414,+,6-phospho-beta-glucosidase AscB,Carbohydrate transport and metabolism,P24240
b2717,hycI,,2842573,2843043,-,hydrogenase 3 maturation protease,Energy production and conversion,P0AEV9
b2718,hycH,,2843036,2843446,-,formate hydrogenlyase assembly protein,Amino acid transport and metabolism,P0AEV7
b2719,hycG,,2843443,2844210,-,formate hydrogenlyase subunit HycG,Energy production and conversion,P16433
b2720,hycF,,2844210,2844752,-,formate hydrogenlyase subunit HycF,Energy production and conversion,P16432
b2721,hycE,,2844762,2846471,-,formate hydrogenlyase subunit HycE,Energy production and conversion,P16431
b2722,hycD,,2846489,2847412,-,formate hydrogenlyase subunit HycD,Energy production and conversion,P16430
b2723,hycC,,2847415,2849241,-,formate hydrogenlyase subunit HycC,Energy production and conversion,P16429
b2724,hycB,,2849238,2849849,-,formate hydrogenlyase subunit HycB,Energy production and conversion,P0AAK1
b2725,hycA,,2849974,2850435,-,regulator of the transcriptional regulator FhlA,Transcription,P0AEV4
b2726,hypA,,2850647,2850997,+,hydrogenase 3 nickel incorporation protein HypA,Function unknown,P0A700
b2727,hypB,,2851001,2851873,+,hydrogenase isoenzymes nickel incorporation protein HypB,Transcription,P0AAN3
b2728,hypC,,2851864,2852136,+,hydrogenase 3 maturation protein HypC,"Post-translational modification, protein turnover,and chaperones",P0AAM3
b2729,hypD,,2852136,2853257,+,Fe-(CN)2CO cofactor assembly scaffold protein HypD,"Post-translational modification, protein turnover,and chaperones",P24192
b2730,hypE,,2853254,2854264,+,hydrogenase maturation protein%2C carbamoyl dehydratase,"Post-translational modification, protein turnover,and chaperones",P24193
b2731,fhlA,,2854338,2856416,+,DNA-binding transcriptional activator FhlA,Transcription,P19323
b2732,ygbA,,2856453,2856806,-,protein YgbA,Function unknown,P25728
b2733,mutS,,2857093,2859654,+,DNA mismatch repair protein MutS,"Replication, recombination and repair",P23909
b2734,pphB,,2859760,2860416,+,phosphoprotein phosphatase 2,Signal transduction mechanisms,P55799
b2735,ygbI,,2860467,2861234,-,putative DeoR-type DNA-binding transcriptional regulator YgbI,Transcription,P52598
b2736,ygbJ,,2861430,2862338,+,putative L-threonate dehydrogenase,Lipid transport and metabolism,Q46888
b2737,ygbK,,2862335,2863501,+,putative 3-oxo-tetronate kinase YgbK,Function unknown,Q46889
b2738,ygbL,,2863593,2864231,+,putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL,Carbohydrate transport and metabolism,Q46890
b2739,ygbM,,2864236,2865012,+,putative 2-oxo-tetronate isomerase YgbM,Carbohydrate transport and metabolism,Q46891
b2740,ygbN,,2865101,2866465,+,putative transporter YgbN,Amino acid transport and metabolism,Q46892
b2741,rpoS,,2866559,2867551,-,RNA polymerase%2C sigma S (sigma 38) factor,Transcription,P13445
b2742,nlpD,,2867614,2868753,-,murein hydrolase activator NlpD,"Cell cycle control, cell division, chromosome partitioning",P0ADA3
b2743,pcm,,2868893,2869519,-,L-isoaspartate protein carboxylmethyltransferase type II,"Translation, ribosomal structure and biogenesis",P0A7A5
b2744,umpG,,2869513,2870274,-,broad specificity 5'(3')-nucleotidase and polyphosphatase,Nucleotide transport and metabolism,P0A840
b2745,truD,,2870255,2871304,-,tRNA pseudouridine(13) synthase,"Translation, ribosomal structure and biogenesis",Q57261
b2746,ispF,,2871301,2871780,-,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,Lipid transport and metabolism,P62617
b2747,ispD,,2871780,2872490,-,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Lipid transport and metabolism,Q46893
b2748,ftsB,,2872509,2872820,-,cell division protein FtsB,"Cell cycle control, cell division, chromosome partitioning",P0A6S5
b2749,ygbE,,2873014,2873337,-,conserved inner membrane protein YgbE,Function unknown,P46141
b2750,cysC,,2873387,2873992,-,adenylyl-sulfate kinase,Nucleotide transport and metabolism,P0A6J1
b2751,cysN,,2873992,2875419,-,sulfate adenylyltransferase subunit 1,Coenzyme transport and metabolism,P23845
b2752,cysD,,2875421,2876329,-,sulfate adenylyltransferase subunit 2,Coenzyme transport and metabolism,P21156
b2753,iap,,2876581,2877618,+,alkaline phosphatase isozyme conversion protein,Function unknown,P10423
b2754,cas2,,2878569,2878853,-,CRISPR-associated endoribonuclease Cas2,"Replication, recombination and repair",P45956
b2755,cas1,,2878855,2879772,-,multifunctional nuclease Cas1,"Replication, recombination and repair",Q46896
b2756,casE,,2879788,2880387,-,pre-CRISPR RNA endonuclease,"Translation, ribosomal structure and biogenesis",Q46897
b2757,casD,,2880374,2881048,-,type I-E CRISPR system Cascade subunit CasD,"Translation, ribosomal structure and biogenesis",Q46898
b2758,casC,,2881051,2882142,-,type I-E CRISPR system Cascade subunit CasC,"Replication, recombination and repair",Q46899
b2759,casB,,2882155,2882637,-,type I-E CRISPR system Cascade subunit CasB,"Replication, recombination and repair",P76632
b2760,casA,,2882630,2884138,-,type I-E CRISPR system Cascade subunit CasA,Function unknown,Q46901
b2761,cas3,,2884553,2887219,-,CRISPR-associated endonuclease/helicase Cas3,"Replication, recombination and repair",P38036
b2762,cysH,,2887578,2888312,-,phosphoadenosine phosphosulfate reductase,Amino acid transport and metabolism,P17854
b2763,cysI,,2888387,2890099,-,sulfite reductase%2C hemoprotein subunit,Coenzyme transport and metabolism,P17846
b2764,cysJ,,2890099,2891898,-,sulfite reductase%2C flavoprotein subunit,Amino acid transport and metabolism,P38038
b2765,queD,,2892214,2892579,+,6-carboxy-5%2C6%2C7%2C8-tetrahydropterin synthase,Nucleotide transport and metabolism,P65870
b2766,ygcN,,2892657,2893928,+,putative oxidoreductase with FAD/NAD(P)-binding domain,Energy production and conversion,Q46904
b2767,ygcO,,2893919,2894179,+,putative 4Fe-4S cluster-containing protein,Energy production and conversion,Q46905
b2768,ygcP,,2894196,2894771,+,putative anti-terminator regulatory protein,Transcription,Q46906
b2769,ygcQ,,2894919,2895779,-,putative flavoprotein,Energy production and conversion,Q46907
b2770,ygcR,,2895776,2896555,-,putative flavoprotein,Energy production and conversion,Q46908
b2771,ygcS,,2896533,2897870,-,putative transporter YgcS,Inorganic ion transport and metabolism,Q46909
b4463,ygcU,,2897964,2899418,-,putative FAD-containing dehydrogenase,Energy production and conversion,Q46911
b2774,ygcW,,2899488,2900273,-,putative deoxygluconate dehydrogenase,Lipid transport and metabolism,P76633
b2775,yqcE,,2900592,2901869,+,putative transport protein YqcE,Inorganic ion transport and metabolism,P77031
b2776,ygcE,,2901896,2903374,+,putative sugar kinase YgcE,Carbohydrate transport and metabolism,P55138
b2777,queE,,2904747,2905418,-,putative 7-carboxy-7-deazaguanine synthase QueE,Nucleotide transport and metabolism,P64554
b4682,yqcG,,2905557,2905697,+,cell envelope stress response protein YqcG,No COG annotation,C1P612
b2778,ygcG,,2905711,2906583,+,protein YgcG,Function unknown,P55140
b2779,eno,,2906643,2907941,-,enolase,Nucleotide transport and metabolism,P0A6P9
b2780,pyrG,,2908029,2909666,-,CTP synthetase,Nucleotide transport and metabolism,P0A7E5
b2781,mazG,,2909894,2910685,-,nucleoside triphosphate pyrophosphohydrolase,Nucleotide transport and metabolism,P0AEY3
b2782,mazF,,2910756,2911091,-,endoribonuclease toxin MazF,Signal transduction mechanisms,P0AE70
b2783,mazE,,2911091,2911339,-,antitoxin of the MazF-MazE toxin-antitoxin system MazE,Transcription,P0AE72
b2784,relA,,2911417,2913651,-,GDP/GTP pyrophosphokinase,Nucleotide transport and metabolism,P0AG20
b2785,rlmD,,2913699,2915000,-,23S rRNA m(5)U1939 methyltransferase,"Translation, ribosomal structure and biogenesis",P55135
b2786,barA,,2915057,2917813,+,sensory histidine kinase BarA,Signal transduction mechanisms,P0AEC5
b2787,gudD,,2918045,2919385,-,D-glucarate dehydratase,Cell wall/membrane/envelope biogenesis,P0AES2
b2788,gudX,,2919406,2920746,-,glucarate dehydratase-related protein,Cell wall/membrane/envelope biogenesis,Q46915
b2789,gudP,,2920748,2922100,-,galactarate/glucarate/glycerate transporter GudP,Inorganic ion transport and metabolism,Q46916
b2790,yqcA,,2922535,2922984,-,putative flavodoxin YqcA,Energy production and conversion,P65367
b2791,truC,,2923002,2923784,-,tRNA pseudouridine(65) synthase,"Translation, ribosomal structure and biogenesis",P0AA41
b2792,yqcC,,2923784,2924113,-,DUF446 domain-containing protein YqcC,Function unknown,Q46919
b2793,syd,,2924735,2925280,-,SecY-interacting protein,Function unknown,P0A8U0
b2794,queF,,2925348,2926196,+,7-cyano-7-deazaguanine reductase,Nucleotide transport and metabolism,Q46920
b2795,ppnN,,2926308,2927672,+,nucleotide 5'-monophosphate nucleosidase,Function unknown,P0ADR8
b2796,sdaC,,2928229,2929518,+,serine:H(+) symporter SdaC,Amino acid transport and metabolism,P0AAD6
b2797,sdaB,,2929576,2930943,+,L-serine deaminase II,Amino acid transport and metabolism,P30744
b2798,ygdG,,2931055,2931810,+,flap endonuclease,"Replication, recombination and repair",P38506
b2799,fucO,,2931865,2933013,-,L-1%2C2-propanediol oxidoreductase,Energy production and conversion,P0A9S1
b2800,fucA,,2933041,2933688,-,L-fuculose-phosphate aldolase,Carbohydrate transport and metabolism,P0AB87
b2801,fucP,,2934235,2935551,+,L-fucose:H(+) symporter,Inorganic ion transport and metabolism,P11551
b2802,fucI,,2935584,2937359,+,L-fucose isomerase,Carbohydrate transport and metabolism,P69922
b2803,fucK,,2937468,2938886,+,L-fuculokinase,Nucleotide transport and metabolism,P11553
b2804,fucU,,2938888,2939310,+,L-fucose mutarotase,Carbohydrate transport and metabolism,P0AEN8
b2805,fucR,,2939368,2940099,+,DNA-binding transcriptional activator FucR,Transcription,P0ACK8
b2806,rlmM,,2940143,2941243,-,23S rRNA 2'-O-ribose C2498 methyltransferase,"Translation, ribosomal structure and biogenesis",P0ADR6
b2807,ygdD,,2941236,2941631,-,conserved inner membrane protein YgdD,Function unknown,P0ADR2
b2808,gcvA,,2941650,2942567,-,DNA-binding transcriptional dual regulator GcvA,Transcription,P0A9F6
b2809,ygdI,,2942918,2943145,-,DUF903 domain-containing lipoprotein YgdI,Cell wall/membrane/envelope biogenesis,P65292
b2810,csdA,,2943337,2944542,+,cysteine sulfinate desulfinase,Amino acid transport and metabolism,Q46925
b2811,csdE,,2944542,2944985,+,sulfur acceptor protein CsdE,Function unknown,P0AGF2
b2812,tcdA,,2945036,2945842,-,tRNA threonylcarbamoyladenosine dehydratase,Coenzyme transport and metabolism,Q46927
b2813,mltA,,2946081,2947178,-,membrane-bound lytic murein transglycosylase A,Cell wall/membrane/envelope biogenesis,P0A935
b2817,amiC,,2947757,2949010,-,N-acetylmuramoyl-L-alanine amidase C,Cell wall/membrane/envelope biogenesis,P63883
b2818,argA,,2949242,2950573,+,N-acetylglutamate synthase,Amino acid transport and metabolism,P0A6C5
b2819,recD,,2950635,2952461,-,exodeoxyribonuclease V subunit RecD,"Replication, recombination and repair",P04993
b2820,recB,,2952461,2956003,-,exodeoxyribonuclease V subunit RecB,"Replication, recombination and repair",P08394
b2821,ptrA,,2955996,2958884,-,protease 3,"Post-translational modification, protein turnover,and chaperones",P05458
b2822,recC,,2959060,2962428,-,exodeoxyribonuclease V subunit RecC,"Replication, recombination and repair",P07648
b2823,ppdC,,2962441,2962764,-,putative YgdA,Cell motility,P08372
b2824,ygdB,,2962749,2963156,-,DUF2509 domain-containing protein YgdB,Function unknown,P08370
b2825,ppdB,,2963153,2963716,-,conserved protein PpdB,"Intracellular trafficking, secretion, and vesicular transport",P08371
b2826,ppdA,,2963707,2964177,-,conserved protein PpdA,Cell motility,P33554
b2827,thyA,,2964361,2965155,-,thymidylate synthase,Nucleotide transport and metabolism,P0A884
b2828,lgt,,2965162,2966037,-,phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,Cell wall/membrane/envelope biogenesis,P60955
b2829,ptsP,,2966188,2968434,-,phosphoenolpyruvate-protein phosphotransferase PtsP,Signal transduction mechanisms,P37177
b2830,rppH,,2968447,2968977,-,RNA pyrophosphohydrolase,"Replication, recombination and repair",P0A776
b4610,ygdT,,2969330,2969476,-,hypothetical protein,No COG annotation,UPI00000D0EED
b2831,mutH,,2969662,2970351,+,DNA mismatch repair protein MutH,"Replication, recombination and repair",P06722
b2832,ygdQ,,2970420,2971133,+,UPF0053 inner membrane protein YgdQ,Inorganic ion transport and metabolism,P67127
b2833,ygdR,,2971271,2971489,+,DUF903 domain-containing lipoprotein YgdR,Function unknown,P65294
b2834,tas,,2971597,2972637,+,putative NADP(H)-dependent aldo-keto reductase Tas,Energy production and conversion,P0A9T4
b2835,lplT,,2972669,2973862,-,lysophospholipid transporter,Amino acid transport and metabolism,P39196
b2836,aas,,2973855,2976014,-,acyltransferase,Lipid transport and metabolism,P31119
b2837,galR,,2976599,2977630,+,DNA-binding transcriptional dual regulator GalR,Transcription,P03024
b2838,lysA,,2977637,2978899,-,diaminopimelate decarboxylase,Amino acid transport and metabolism,P00861
b2839,lysR,,2979021,2979956,+,DNA-binding transcriptional dual regulator LysR,Transcription,P03030
b2840,ygeA,,2979943,2980635,-,amino acid racemase,Cell wall/membrane/envelope biogenesis,P03813
b2841,araE,,2980764,2982182,-,arabinose:H(+) symporter,Amino acid transport and metabolism,P0AE24
b2842,kduD,,2982497,2983258,-,putative 2-keto-3-deoxy-D-gluconate dehydrogenase,Lipid transport and metabolism,P37769
b2843,kduI,,2983288,2984124,-,5-dehydro-4-deoxy-D-glucuronate isomerase,Carbohydrate transport and metabolism,Q46938
b2844,yqeF,,2984411,2985592,-,putative acyltransferase,Lipid transport and metabolism,Q46939
b2845,yqeG,,2985847,2987076,+,putative transporter YqeG,Amino acid transport and metabolism,P63340
b2846,yqeH,,2987536,2988168,+,putative LuxR family transcriptional regulator YqeH,Transcription,Q46941
b2847,yqeI,,2988502,2989311,+,putative transcriptional regulator YqeI,Transcription,Q46942
b2848,yqeJ,,2989304,2989786,+,protein YqeJ,No COG annotation,Q46943
b4683,yqeL,,2989819,2989899,-,uncharacterized protein YqeL,No COG annotation,C1P613
b2849,yqeK,,2989935,2990360,-,protein YqeK,No COG annotation,P77136
b2850,ygeF,,2990554,2991043,+,protein YgeF,No COG annotation,
b2851,ygeG,,2991268,2991759,+,TPR repeat-containing putative chaperone YgeG,Function unknown,Q46787
b2852,ygeH,,2992094,2993470,+,putative transcriptional regulator YgeH,Transcription,P76639
b2853,ygeI,,2993638,2993856,+,protein YgeI,No COG annotation,Q46789
b2854,pbl,,2993939,2994441,+,transglycosylase domain-containing protein Pbl,Cell wall/membrane/envelope biogenesis,
b2855,ygeK,,2994460,2994903,-,putative DNA-binding transcriptional regulator YgeK,Transcription,
b2856,ygeL,,2994937,2995092,-,protein YgeL,Transcription,
b2858,ygeN,,2995314,2996020,-,putative type III secretion system protein,No COG annotation,
b2859,ygeO,,2995962,2996360,-,putative uncharacterized protein YgeO,No COG annotation,
b2860,insD-4,,2996372,2997277,-,IS2 insertion element protein InsB,"Replication, recombination and repair",P0CF53
b2861,insC-4,,2997235,2997600,-,IS2 insertion element repressor InsA,"Replication, recombination and repair",P0CF40
b2862,ygeP,,2997689,2997988,-,protein YgeP,Carbohydrate transport and metabolism,
b2863,ygeQ,,2998034,2998828,-,protein YgeQ,Carbohydrate transport and metabolism,UPI0000683E8A
b2865,ygeR,,2999136,2999891,-,LysM domain-containing putative peptidase lipoprotein YgeR,Cell wall/membrane/envelope biogenesis,Q46798
b2866,xdhA,,3000345,3002603,+,putative xanthine dehydrogenase molybdenum-binding subunit XdhA,Nucleotide transport and metabolism,Q46799
b2867,xdhB,,3002614,3003492,+,putative xanthine dehydrogenase FAD-binding subunit XdhB,Nucleotide transport and metabolism,Q46800
b2868,xdhC,,3003489,3003968,+,putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC,Nucleotide transport and metabolism,Q46801
b2869,ygeV,,3004008,3005786,-,putative sigma(54)-dependent transcriptional regulator YgeV,Transcription,Q46802
b2870,ygeW,,3006262,3007452,+,putative carbamoyltransferase YgeW,Nucleotide transport and metabolism,Q46803
b2871,ygeX,,3007510,3008706,+,2%2C3-diaminopropionate ammonia-lyase,Amino acid transport and metabolism,P66899
b2872,ygeY,,3008764,3009975,+,putative peptidase YgeY,Amino acid transport and metabolism,P65807
b2873,hyuA,,3010028,3011413,+,phenylhydantoinase,Nucleotide transport and metabolism,Q46806
b2874,yqeA,,3011461,3012393,+,putative amino acid kinase YqeA,Amino acid transport and metabolism,Q46807
b2875,yqeB,,3012614,3014239,-,XdhC-CoxI family protein YqeB,"Post-translational modification, protein turnover,and chaperones",Q46808
b2876,yqeC,,3014287,3015057,-,uncharacterized protein YqeC,Cell wall/membrane/envelope biogenesis,Q46809
b2877,mocA,,3015160,3015738,+,molybdenum cofactor cytidylyltransferase,Function unknown,Q46810
b2878,ygfK,,3016060,3019158,+,putative oxidoreductase%2C Fe-S subunit,Energy production and conversion,Q46811
b2879,ssnA,,3019161,3020489,+,putative aminohydrolase,Nucleotide transport and metabolism,Q46812
b2880,ygfM,,3020540,3021319,+,putative oxidoreductase,Energy production and conversion,P64557
b2881,xdhD,,3021316,3024186,+,fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit,Nucleotide transport and metabolism,Q46814
b2882,xanQ,,3024351,3025751,+,xanthine:H(+) symporter XanQ,Nucleotide transport and metabolism,P67444
b2883,guaD,,3025766,3027085,+,guanine deaminase,Nucleotide transport and metabolism,P76641
