locus_id,go_id,go_name
b1766,GO:0006465,signal peptide processing
b1766,GO:0016020,membrane
b1767,GO:0004067,asparaginase activity
b1767,GO:0005737,cytoplasm
b1767,GO:0005829,cytosol
b1767,GO:0033345,asparagine catabolic process via L-aspartate
b1767,GO:0042802,identical protein binding
b1768,GO:0008936,nicotinamidase activity
b1769,GO:0005886,plasma membrane
b1771,GO:0004033,aldo-keto reductase (NADP) activity
b1774,GO:0008270,zinc ion binding
b1774,GO:0016491,oxidoreductase activity
b1774,GO:0055114,oxidation-reduction process
b1775,GO:0005886,plasma membrane
b1776,GO:0008270,zinc ion binding
b1776,GO:0016491,oxidoreductase activity
b1776,GO:0055114,oxidation-reduction process
b1778,GO:0005506,iron ion binding
b1778,GO:0005829,cytosol
b1778,GO:0008270,zinc ion binding
b1778,GO:0030091,protein repair
b1778,GO:0033743,peptide-methionine (R)-S-oxide reductase activity
b1779,GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
b1779,GO:0005829,cytosol
b1779,GO:0006096,glycolytic process
b1779,GO:0016020,membrane
b1779,GO:0051287,NAD binding
b1780,GO:0005829,cytosol
b1780,GO:0006974,cellular response to DNA damage stimulus
b1781,GO:0016491,oxidoreductase activity
b1781,GO:0051596,methylglyoxal catabolic process
b1782,GO:0009252,peptidoglycan biosynthetic process
b1782,GO:0009279,cell outer membrane
b1782,GO:0030674,"protein binding, bridging"
b1783,GO:0004672,protein kinase activity
b1783,GO:0006995,cellular response to nitrogen starvation
b1785,GO:0005886,plasma membrane
b1785,GO:0052621,diguanylate cyclase activity
b1785,GO:1902201,negative regulation of bacterial-type flagellum-dependent cell motility
b1786,GO:0005515,protein binding
b1786,GO:0005886,plasma membrane
b1786,GO:1902201,negative regulation of bacterial-type flagellum-dependent cell motility
b1787,GO:0002161,aminoacyl-tRNA editing activity
b1787,GO:0002196,Ser-tRNA(Ala) hydrolase activity
b1787,GO:0045903,positive regulation of translational fidelity
b1788,GO:0005887,integral component of plasma membrane
b1789,GO:0005886,plasma membrane
b1790,GO:0003677,DNA binding
b1790,GO:0045892,"negative regulation of transcription, DNA-templated"
b1791,GO:0005886,plasma membrane
b1791,GO:0016021,integral component of membrane
b1791,GO:0022857,transmembrane transporter activity
b1791,GO:0046677,response to antibiotic
b1791,GO:0055085,transmembrane transport
b1794,GO:0052621,diguanylate cyclase activity
b1798,GO:0005886,plasma membrane
b1798,GO:0015190,L-leucine transmembrane transporter activity
b1798,GO:0015820,leucine transport
b1798,GO:0042968,homoserine transport
b1798,GO:0042970,homoserine transmembrane transporter activity
b1798,GO:0098655,cation transmembrane transport
b1799,GO:0003700,DNA binding transcription factor activity
b1799,GO:0006108,malate metabolic process
b1799,GO:0043565,sequence-specific DNA binding
b1799,GO:0045892,"negative regulation of transcription, DNA-templated"
b1799,GO:0045893,"positive regulation of transcription, DNA-templated"
b1800,GO:0000287,magnesium ion binding
b1800,GO:0003862,3-isopropylmalate dehydrogenase activity
b1800,GO:0006108,malate metabolic process
b1800,GO:0009027,tartrate dehydrogenase activity
b1800,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
b1800,GO:0046553,D-malate dehydrogenase (decarboxylating) activity
b1800,GO:0051287,NAD binding
b1800,GO:0055114,oxidation-reduction process
b1801,GO:0005886,plasma membrane
b1801,GO:0071705,nitrogen compound transport
b1802,GO:0051537,"2 iron, 2 sulfur cluster binding"
b1804,GO:0004540,ribonuclease activity
b1804,GO:0008033,tRNA processing
b1805,GO:0004467,long-chain fatty acid-CoA ligase activity
b1805,GO:0005504,fatty acid binding
b1805,GO:0005737,cytoplasm
b1805,GO:0005829,cytosol
b1805,GO:0006629,lipid metabolic process
b1805,GO:0006631,fatty acid metabolic process
b1805,GO:0006635,fatty acid beta-oxidation
b1805,GO:0006637,acyl-CoA metabolic process
b1805,GO:0008654,phospholipid biosynthetic process
b1805,GO:0009411,response to UV
b1805,GO:0009898,cytoplasmic side of plasma membrane
b1805,GO:0070538,oleic acid binding
b1807,GO:0002949,tRNA threonylcarbamoyladenosine modification
b1807,GO:0005515,protein binding
b1807,GO:0005829,cytosol
b1807,GO:0008237,metallopeptidase activity
b1807,GO:0042802,identical protein binding
b1808,GO:0005515,protein binding
b1808,GO:0006301,postreplication repair
b1808,GO:0008026,ATP-dependent helicase activity
b1809,GO:0005829,cytosol
b1809,GO:0042710,biofilm formation
b1812,GO:0000287,magnesium ion binding
b1812,GO:0046654,tetrahydrofolate biosynthetic process
b1812,GO:0046820,4-amino-4-deoxychorismate synthase activity
b1813,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
b1814,GO:0003941,L-serine ammonia-lyase activity
b1814,GO:0005515,protein binding
b1814,GO:0005829,cytosol
b1814,GO:0006565,L-serine catabolic process
b1815,GO:0006974,cellular response to DNA damage stimulus
b1816,GO:0005886,plasma membrane
b1817,GO:0005737,cytoplasm
b1817,GO:0005829,cytosol
b1817,GO:0005887,integral component of plasma membrane
b1817,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system
b1817,GO:0015761,mannose transport
b1817,GO:0015764,N-acetylglucosamine transport
b1817,GO:0016020,membrane
b1817,GO:0016301,kinase activity
b1817,GO:0022870,protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity
b1817,GO:0032445,fructose import
b1817,GO:0098708,glucose import across plasma membrane
b1818,GO:0005886,plasma membrane
b1818,GO:0005887,integral component of plasma membrane
b1818,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system
b1818,GO:0015761,mannose transport
b1818,GO:0015764,N-acetylglucosamine transport
b1818,GO:0016020,membrane
b1818,GO:0022870,protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity
b1818,GO:0032445,fructose import
b1818,GO:0098708,glucose import across plasma membrane
b1819,GO:0005886,plasma membrane
b1819,GO:0005887,integral component of plasma membrane
b1819,GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system
b1819,GO:0015761,mannose transport
b1819,GO:0015764,N-acetylglucosamine transport
b1819,GO:0016020,membrane
b1819,GO:0022870,protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity
b1819,GO:0032445,fructose import
b1819,GO:0098708,glucose import across plasma membrane
b1820,GO:0005886,plasma membrane
b1821,GO:0005384,manganese ion transmembrane transporter activity
b1821,GO:0005886,plasma membrane
b1821,GO:0010042,response to manganese ion
b1821,GO:0071421,manganese ion transmembrane transport
b1822,GO:0008270,zinc ion binding
b1822,GO:0008989,rRNA (guanine-N1-)-methyltransferase activity
b1822,GO:0070475,rRNA base methylation
b1823,GO:0001072,"transcription antitermination factor activity, RNA binding"
b1823,GO:0003697,single-stranded DNA binding
b1823,GO:0003723,RNA binding
b1823,GO:0005829,cytosol
b1823,GO:0016020,membrane
b1823,GO:0051087,chaperone binding
b1823,GO:0060567,"negative regulation of DNA-templated transcription, termination"
b1824,GO:0034605,cellular response to heat
b1824,GO:0036460,cellular response to cell envelope stress
b1824,GO:0097533,cellular stress response to acid chemical
b1825,GO:0005887,integral component of plasma membrane
b1826,GO:0005515,protein binding
b1826,GO:0005886,plasma membrane
b1826,GO:0010447,response to acidic pH
b1826,GO:0044092,negative regulation of molecular function
b1826,GO:0070298,negative regulation of phosphorelay signal transduction system
b1826,GO:0071286,cellular response to magnesium ion
b1827,GO:0003677,DNA binding
b1827,GO:0003700,DNA binding transcription factor activity
b1827,GO:0005515,protein binding
b1827,GO:0005829,cytosol
b1827,GO:0045892,"negative regulation of transcription, DNA-templated"
b1828,GO:0005886,plasma membrane
b1829,GO:0004222,metalloendopeptidase activity
b1829,GO:0005886,plasma membrane
b1829,GO:0006508,proteolysis
b1829,GO:0008270,zinc ion binding
b1829,GO:0009266,response to temperature stimulus
b1829,GO:0016021,integral component of membrane
b1830,GO:0004175,endopeptidase activity
b1830,GO:0006508,proteolysis
b1830,GO:0007165,signal transduction
b1830,GO:0030163,protein catabolic process
b1830,GO:0030288,outer membrane-bounded periplasmic space
b1830,GO:0046677,response to antibiotic
b1831,GO:0005515,protein binding
b1831,GO:0005829,cytosol
b1831,GO:0006974,cellular response to DNA damage stimulus
b1831,GO:0010608,posttranscriptional regulation of gene expression
b1831,GO:0033592,RNA strand annealing activity
b1831,GO:0034057,RNA strand-exchange activity
b1831,GO:0051050,positive regulation of transport
b1832,GO:0005829,cytosol
b1832,GO:0033745,L-methionine-(R)-S-oxide reductase activity
b1833,GO:0005886,plasma membrane
b1833,GO:0005887,integral component of plasma membrane
b1833,GO:0009408,response to heat
b1834,GO:0005887,integral component of plasma membrane
b1834,GO:0030288,outer membrane-bounded periplasmic space
b1835,GO:0009383,rRNA (cytosine-C5-)-methyltransferase activity
b1835,GO:0070475,rRNA base methylation
b1836,GO:0005515,protein binding
b1838,GO:0008138,protein tyrosine/serine/threonine phosphatase activity
b1838,GO:0009266,response to temperature stimulus
b1839,GO:0005829,cytosol
b1840,GO:0005886,plasma membrane
b1840,GO:0006825,copper ion transport
b1841,GO:0006825,copper ion transport
b1841,GO:0030288,outer membrane-bounded periplasmic space
b1842,GO:0005515,protein binding
b1842,GO:0005829,cytosol
b1842,GO:0044776,"DNA polymerase III, core complex"
b1844,GO:0005829,cytosol
b1844,GO:0006298,mismatch repair
b1844,GO:0008408,3'-5' exonuclease activity
b1845,GO:0004252,serine-type endopeptidase activity
b1845,GO:0005737,cytoplasm
b1846,GO:0005886,plasma membrane
b1846,GO:0005887,integral component of plasma membrane
b1848,GO:0005829,cytosol
b1848,GO:0006281,DNA repair
b1848,GO:0009432,SOS response
b1848,GO:0010165,response to X-ray
b1849,GO:0005515,protein binding
b1849,GO:0005829,cytosol
b1849,GO:0008776,acetate kinase activity
b1850,GO:0005829,cytosol
b1850,GO:0008675,2-dehydro-3-deoxy-phosphogluconate aldolase activity
b1850,GO:0008700,4-hydroxy-2-oxoglutarate aldolase activity
b1850,GO:0016020,membrane
b1850,GO:0042802,identical protein binding
b1851,GO:0004456,phosphogluconate dehydratase activity
b1851,GO:0046177,D-gluconate catabolic process
b1852,GO:0004345,glucose-6-phosphate dehydrogenase activity
b1852,GO:0005829,cytosol
b1852,GO:0006006,glucose metabolic process
b1852,GO:0006098,pentose-phosphate shunt
b1852,GO:0010699,cell-cell signaling involved in quorum sensing
b1852,GO:0042802,identical protein binding
b1853,GO:0001131,"transcription factor activity, bacterial-type RNA polymerase proximal promoter sequence-specific DNA binding"
b1853,GO:0003700,DNA binding transcription factor activity
b1853,GO:0005829,cytosol
b1853,GO:0006351,"transcription, DNA-templated"
b1853,GO:0006355,"regulation of transcription, DNA-templated"
b1853,GO:0006974,cellular response to DNA damage stimulus
b1853,GO:0097367,carbohydrate derivative binding
b1853,GO:1901135,carbohydrate derivative metabolic process
b1854,GO:0004743,pyruvate kinase activity
b1854,GO:0005515,protein binding
b1854,GO:0005829,cytosol
b1854,GO:0006096,glycolytic process
b1854,GO:0042802,identical protein binding
b1854,GO:0051289,protein homotetramerization
b1855,GO:0005887,integral component of plasma membrane
b1855,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups"
b1855,GO:0036104,Kdo2-lipid A biosynthetic process
b1856,GO:0000270,peptidoglycan metabolic process
b1856,GO:0000920,cell separation after cytokinesis
b1856,GO:0001896,autolysis
b1856,GO:0004175,endopeptidase activity
b1856,GO:0004222,metalloendopeptidase activity
b1856,GO:0005887,integral component of plasma membrane
b1857,GO:0006829,zinc II ion transport
b1857,GO:0008270,zinc ion binding
b1857,GO:0042597,periplasmic space
b1858,GO:0005524,ATP binding
b1858,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1859,GO:0000006,high-affinity zinc transmembrane transporter activity
b1859,GO:0005886,plasma membrane
b1859,GO:0010043,response to zinc ion
b1859,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1860,GO:0000725,recombinational repair
b1860,GO:0004003,ATP-dependent DNA helicase activity
b1860,GO:0005515,protein binding
b1860,GO:0005829,cytosol
b1860,GO:0009378,four-way junction helicase activity
b1860,GO:0009411,response to UV
b1860,GO:0009432,SOS response
b1860,GO:0048476,Holliday junction resolvase complex
b1861,GO:0000725,recombinational repair
b1861,GO:0009314,response to radiation
b1861,GO:0009378,four-way junction helicase activity
b1861,GO:0009379,Holliday junction helicase complex
b1861,GO:0009432,SOS response
b1861,GO:0048476,Holliday junction resolvase complex
b1863,GO:0000725,recombinational repair
b1863,GO:0005515,protein binding
b1863,GO:0008821,crossover junction endodeoxyribonuclease activity
b1863,GO:0009314,response to radiation
b1863,GO:0048476,Holliday junction resolvase complex
b1863,GO:0071932,replication fork reversal
b1864,GO:0005829,cytosol
b1864,GO:0010212,response to ionizing radiation
b1865,GO:0000287,magnesium ion binding
b1865,GO:0008828,dATP pyrophosphohydrolase activity
b1865,GO:0019177,dihydroneopterin triphosphate pyrophosphohydrolase activity
b1865,GO:0046654,tetrahydrofolate biosynthetic process
b1865,GO:0046656,folic acid biosynthetic process
b1866,GO:0000166,nucleotide binding
b1866,GO:0004812,aminoacyl-tRNA ligase activity
b1866,GO:0004815,aspartate-tRNA ligase activity
b1866,GO:0005524,ATP binding
b1866,GO:0005829,cytosol
b1866,GO:0006418,tRNA aminoacylation for protein translation
b1866,GO:0006422,aspartyl-tRNA aminoacylation
b1867,GO:0005829,cytosol
b1869,GO:0005886,plasma membrane
b1870,GO:0002098,tRNA wobble uridine modification
b1870,GO:0005829,cytosol
b1871,GO:0002098,tRNA wobble uridine modification
b1871,GO:0005737,cytoplasm
b1871,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity
b1871,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
b1871,GO:0032259,methylation
b1871,GO:0042802,identical protein binding
b1871,GO:0051289,protein homotetramerization
b1872,GO:0030288,outer membrane-bounded periplasmic space
b1872,GO:0050626,trimethylamine-N-oxide reductase (cytochrome c) activity
b1873,GO:0005887,integral component of plasma membrane
b1873,GO:0009055,electron transfer activity
b1873,GO:0009061,anaerobic respiration
b1873,GO:0020037,heme binding
b1874,GO:0006878,cellular copper ion homeostasis
b1874,GO:0046688,response to copper ion
b1874,GO:0055070,copper ion homeostasis
b1875,GO:0005829,cytosol
b1876,GO:0004814,arginine-tRNA ligase activity
b1876,GO:0005829,cytosol
b1876,GO:0006420,arginyl-tRNA aminoacylation
b1878,GO:0009288,bacterial-type flagellum
b1878,GO:0044781,bacterial-type flagellum organization
b1879,GO:0005886,plasma membrane
b1879,GO:0044780,bacterial-type flagellum assembly
b1880,GO:0005886,plasma membrane
b1881,GO:0004721,phosphoprotein phosphatase activity
b1881,GO:0005515,protein binding
b1881,GO:0005829,cytosol
b1881,GO:0005886,plasma membrane
b1881,GO:0071977,bacterial-type flagellum-dependent swimming motility
b1882,GO:0000160,phosphorelay signal transduction system
b1882,GO:0000287,magnesium ion binding
b1882,GO:0005515,protein binding
b1882,GO:0005829,cytosol
b1882,GO:0006473,protein acetylation
b1882,GO:0006935,chemotaxis
b1882,GO:0016407,acetyltransferase activity
b1882,GO:0018393,internal peptidyl-lysine acetylation
b1882,GO:0071973,bacterial-type flagellum-dependent cell motility
b1883,GO:0005829,cytosol
b1883,GO:0005886,plasma membrane
b1883,GO:0006935,chemotaxis
b1884,GO:0005829,cytosol
b1884,GO:0005886,plasma membrane
b1885,GO:0004871,signal transducer activity
b1885,GO:0004888,transmembrane signaling receptor activity
b1885,GO:0005886,plasma membrane
b1885,GO:0005887,integral component of plasma membrane
b1885,GO:0006935,chemotaxis
b1886,GO:0004871,signal transducer activity
b1886,GO:0004888,transmembrane signaling receptor activity
b1886,GO:0005515,protein binding
b1886,GO:0005887,integral component of plasma membrane
b1886,GO:0006935,chemotaxis
b1886,GO:0043424,protein histidine kinase binding
b1887,GO:0005515,protein binding
b1887,GO:0005829,cytosol
b1887,GO:0006935,chemotaxis
b1887,GO:0007165,signal transduction
b1887,GO:0051649,establishment of localization in cell
b1888,GO:0000160,phosphorelay signal transduction system
b1888,GO:0005515,protein binding
b1888,GO:0005737,cytoplasm
b1888,GO:0005829,cytosol
b1888,GO:0005886,plasma membrane
b1888,GO:0006935,chemotaxis
b1888,GO:0016310,phosphorylation
b1888,GO:0031400,negative regulation of protein modification process
b1888,GO:0035307,positive regulation of protein dephosphorylation
b1888,GO:0046777,protein autophosphorylation
b1888,GO:0051649,establishment of localization in cell
b1889,GO:0005886,plasma membrane
b1889,GO:0005887,integral component of plasma membrane
b1889,GO:0016021,integral component of membrane
b1890,GO:0005886,plasma membrane
b1890,GO:0016021,integral component of membrane
b1890,GO:0071973,bacterial-type flagellum-dependent cell motility
b1890,GO:0071978,bacterial-type flagellum-dependent swarming motility
b1891,GO:0006351,"transcription, DNA-templated"
b1892,GO:0006351,"transcription, DNA-templated"
b1895,GO:0009651,response to salt stress
b1895,GO:0032947,protein complex scaffold activity
b1896,GO:0003825,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity"
b1896,GO:0005829,cytosol
b1896,GO:0005992,trehalose biosynthetic process
b1896,GO:0006970,response to osmotic stress
b1896,GO:0006974,cellular response to DNA damage stimulus
b1896,GO:0016311,dephosphorylation
b1896,GO:0016791,phosphatase activity
b1896,GO:0070415,trehalose metabolism in response to cold stress
b1897,GO:0000287,magnesium ion binding
b1897,GO:0004805,trehalose-phosphatase activity
b1897,GO:0005992,trehalose biosynthetic process
b1897,GO:0006970,response to osmotic stress
b1897,GO:0070415,trehalose metabolism in response to cold stress
b1900,GO:0005829,cytosol
b1900,GO:0005886,plasma membrane
b1900,GO:0015147,L-arabinose transmembrane transporter activity
b1900,GO:0016887,ATPase activity
b1900,GO:0042882,L-arabinose transport
b1900,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1901,GO:0015407,monosaccharide-transporting ATPase activity
b1901,GO:0030288,outer membrane-bounded periplasmic space
b1901,GO:0042882,L-arabinose transport
b1901,GO:0048029,monosaccharide binding
b1902,GO:0005506,iron ion binding
b1902,GO:0005829,cytosol
b1902,GO:0006880,intracellular sequestering of iron ion
b1905,GO:0004322,ferroxidase activity
b1905,GO:0005829,cytosol
b1905,GO:0006880,intracellular sequestering of iron ion
b1905,GO:0006974,cellular response to DNA damage stimulus
b1905,GO:0006979,response to oxidative stress
b1905,GO:0008199,ferric iron binding
b1905,GO:0042802,identical protein binding
b1907,GO:0005886,plasma membrane
b1907,GO:0005887,integral component of plasma membrane
b1912,GO:0005886,plasma membrane
b1912,GO:0005887,integral component of plasma membrane
b1912,GO:0008444,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
b1912,GO:0016021,integral component of membrane
b1912,GO:0046474,glycerophospholipid biosynthetic process
b1913,GO:0006974,cellular response to DNA damage stimulus
b1913,GO:0009314,response to radiation
b1913,GO:0009380,excinuclease repair complex
b1913,GO:0090305,nucleic acid phosphodiester bond hydrolysis
b1914,GO:0000156,phosphorelay response regulator activity
b1914,GO:0000160,phosphorelay signal transduction system
b1916,GO:0032467,positive regulation of cytokinesis
b1916,GO:2000144,"positive regulation of DNA-templated transcription, initiation"
b1917,GO:0005886,plasma membrane
b1917,GO:0015184,L-cystine transmembrane transporter activity
b1917,GO:0015426,polar-amino acid-transporting ATPase activity
b1917,GO:0015811,L-cystine transport
b1917,GO:0015830,diaminopimelate transport
b1917,GO:0033229,cysteine transmembrane transporter activity
b1917,GO:0033230,cysteine-transporting ATPase activity
b1917,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1917,GO:0099132,ATP hydrolysis coupled cation transmembrane transport
b1917,GO:0099133,ATP hydrolysis coupled anion transmembrane transport
b1917,GO:1903712,cysteine transmembrane transport
b1918,GO:0005886,plasma membrane
b1918,GO:0005887,integral component of plasma membrane
b1918,GO:0006791,sulfur utilization
b1918,GO:0015184,L-cystine transmembrane transporter activity
b1918,GO:0015811,L-cystine transport
b1918,GO:0015830,diaminopimelate transport
b1918,GO:0033229,cysteine transmembrane transporter activity
b1918,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1918,GO:1903712,cysteine transmembrane transport
b1919,GO:0005829,cytosol
b1919,GO:0006790,sulfur compound metabolic process
b1919,GO:0006791,sulfur utilization
b1919,GO:0010438,cellular response to sulfur starvation
b1919,GO:0019148,D-cysteine desulfhydrase activity
b1919,GO:0019149,3-chloro-D-alanine dehydrochlorinase activity
b1919,GO:0019447,D-cysteine catabolic process
b1919,GO:0030170,pyridoxal phosphate binding
b1919,GO:0046416,D-amino acid metabolic process
b1920,GO:0006791,sulfur utilization
b1920,GO:0015184,L-cystine transmembrane transporter activity
b1920,GO:0015811,L-cystine transport
b1920,GO:0015830,diaminopimelate transport
b1920,GO:0016597,amino acid binding
b1920,GO:0030288,outer membrane-bounded periplasmic space
b1920,GO:0033229,cysteine transmembrane transporter activity
b1920,GO:1903712,cysteine transmembrane transport
b1921,GO:0001047,core promoter binding
b1921,GO:0016989,sigma factor antagonist activity
b1921,GO:1902021,regulation of bacterial-type flagellum-dependent cell motility
b1922,GO:0005515,protein binding
b1922,GO:0005829,cytosol
b1924,GO:0005515,protein binding
b1924,GO:0009421,bacterial-type flagellum filament cap
b1924,GO:0071973,bacterial-type flagellum-dependent cell motility
b1925,GO:0071973,bacterial-type flagellum-dependent cell motility
b1926,GO:0005515,protein binding
b1926,GO:0071973,bacterial-type flagellum-dependent cell motility
b1927,GO:0003824,catalytic activity
b1927,GO:0004556,alpha-amylase activity
b1927,GO:0005737,cytoplasm
b1929,GO:0005886,plasma membrane
b1929,GO:0005887,integral component of plasma membrane
b1930,GO:0006974,cellular response to DNA damage stimulus
b1932,GO:0004596,peptide alpha-N-acetyltransferase activity
b1932,GO:0006474,N-terminal protein amino acid acetylation
b1932,GO:0031248,protein acetyltransferase complex
b1938,GO:0005515,protein binding
b1939,GO:0005515,protein binding
b1939,GO:0005886,plasma membrane
b1939,GO:0042802,identical protein binding
b1939,GO:0044780,bacterial-type flagellum assembly
b1939,GO:0071973,bacterial-type flagellum-dependent cell motility
b1940,GO:0005829,cytosol
b1941,GO:0042802,identical protein binding
b1943,GO:0009424,bacterial-type flagellum hook
b1943,GO:0071973,bacterial-type flagellum-dependent cell motility
b1944,GO:0005887,integral component of plasma membrane
b1944,GO:0009425,bacterial-type flagellum basal body
b1944,GO:0071978,bacterial-type flagellum-dependent swarming motility
b1945,GO:0005515,protein binding
b1945,GO:0050918,positive chemotaxis
b1946,GO:0005515,protein binding
b1948,GO:0005886,plasma membrane
b1950,GO:0005886,plasma membrane
b1951,GO:0006351,"transcription, DNA-templated"
b1953,GO:0044011,single-species biofilm formation on inanimate substrate
b1953,GO:0070301,cellular response to hydrogen peroxide
b1953,GO:0071468,cellular response to acidic pH
b1956,GO:0005886,plasma membrane
b1956,GO:0052621,diguanylate cyclase activity
b1956,GO:1902201,negative regulation of bacterial-type flagellum-dependent cell motility
b1958,GO:0005886,plasma membrane
b1959,GO:0005886,plasma membrane
b1959,GO:0016021,integral component of membrane
b1959,GO:0022857,transmembrane transporter activity
b1959,GO:0055085,transmembrane transport
b1960,GO:0003677,DNA binding
b1960,GO:0005515,protein binding
b1960,GO:0006298,mismatch repair
b1960,GO:0043765,T/G mismatch-specific endonuclease activity
b1961,GO:0003886,DNA (cytosine-5-)-methyltransferase activity
b1961,GO:0005515,protein binding
b1961,GO:0090116,C-5 methylation of cytosine
b1963,GO:0005886,plasma membrane
b1967,GO:0005515,protein binding
b1967,GO:0005829,cytosol
b1967,GO:0006517,protein deglycosylation
b1967,GO:0010447,response to acidic pH
b1967,GO:0019172,glyoxalase III activity
b1967,GO:0019243,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
b1967,GO:0030091,protein repair
b1967,GO:0036524,protein deglycase activity
b1967,GO:0051595,response to methylglyoxal
b1968,GO:0004672,protein kinase activity
b1968,GO:0005515,protein binding
b1968,GO:0005886,plasma membrane
b1968,GO:0006974,cellular response to DNA damage stimulus
b1969,GO:0003677,DNA binding
b1969,GO:0003700,DNA binding transcription factor activity
b1969,GO:0006351,"transcription, DNA-templated"
b1969,GO:0045892,"negative regulation of transcription, DNA-templated"
b1969,GO:0045893,"positive regulation of transcription, DNA-templated"
b1970,GO:0006144,purine nucleobase metabolic process
b1970,GO:0033971,hydroxyisourate hydrolase activity
b1970,GO:0042802,identical protein binding
b1971,GO:0006979,response to oxidative stress
b1971,GO:0016672,"oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor"
b1971,GO:0016675,"oxidoreductase activity, acting on a heme group of donors"
b1971,GO:0030091,protein repair
b1971,GO:0030288,outer membrane-bounded periplasmic space
b1971,GO:0043546,molybdopterin cofactor binding
b1971,GO:0055114,oxidation-reduction process
b1971,GO:1901530,response to hypochlorite
b1972,GO:0005886,plasma membrane
b1972,GO:0005887,integral component of plasma membrane
b1972,GO:0010181,FMN binding
b1972,GO:0016679,"oxidoreductase activity, acting on diphenols and related substances as donors"
b1972,GO:0020037,heme binding
b1972,GO:0030091,protein repair
b1972,GO:0055114,oxidation-reduction process
b1973,GO:0005737,cytoplasm
b1973,GO:0008270,zinc ion binding
b1973,GO:0030288,outer membrane-bounded periplasmic space
b1973,GO:0034224,cellular response to zinc ion starvation
b1973,GO:0046686,response to cadmium ion
b1973,GO:0046870,cadmium ion binding
b1974,GO:0005886,plasma membrane
b1976,GO:0004177,aminopeptidase activity
b1976,GO:0005515,protein binding
b1976,GO:0005829,cytosol
b1976,GO:0008134,transcription factor binding
b1976,GO:0043433,negative regulation of DNA binding transcription factor activity
b1978,GO:0043708,cell adhesion involved in biofilm formation
b1981,GO:0005886,plasma membrane
b1981,GO:0015530,shikimate transmembrane transporter activity
b1981,GO:0015733,shikimate transport
b1982,GO:0005829,cytosol
b1982,GO:0008714,AMP nucleosidase activity
b1983,GO:0005829,cytosol
b1985,GO:0005886,plasma membrane
b1985,GO:0015230,FAD transmembrane transporter activity
b1985,GO:0016020,membrane
b1985,GO:0035350,FAD transmembrane transport
b1985,GO:0035442,dipeptide transmembrane transport
b1985,GO:0044610,FMN transmembrane transporter activity
b1985,GO:0071916,dipeptide transmembrane transporter activity
b1987,GO:0045883,positive regulation of sulfur utilization
b1988,GO:0003700,DNA binding transcription factor activity
b1988,GO:0045892,"negative regulation of transcription, DNA-templated"
b1988,GO:0045893,"positive regulation of transcription, DNA-templated"
b1990,GO:0005515,protein binding
b1990,GO:0016755,"transferase activity, transferring amino-acyl groups"
b1990,GO:0016807,cysteine-type carboxypeptidase activity
b1990,GO:0018104,peptidoglycan-protein cross-linking
b1990,GO:0043164,Gram-negative-bacterium-type cell wall biogenesis
b1990,GO:0071972,"peptidoglycan L,D-transpeptidase activity"
b1991,GO:0008939,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity
b1991,GO:0009236,cobalamin biosynthetic process
b1992,GO:0005886,plasma membrane
b1992,GO:0009236,cobalamin biosynthetic process
b1992,GO:0051073,adenosylcobinamide-GDP ribazoletransferase activity
b1993,GO:0006974,cellular response to DNA damage stimulus
b1993,GO:0008819,cobinamide kinase activity
b1993,GO:0008820,cobinamide phosphate guanylyltransferase activity
b1993,GO:0009236,cobalamin biosynthetic process
b1994,GO:0004803,transposase activity
b1994,GO:0006313,"transposition, DNA-mediated"
b1998,GO:0006974,cellular response to DNA damage stimulus
b2000,GO:0009279,cell outer membrane
b2001,GO:0005886,plasma membrane
b2004,GO:0005515,protein binding
b2004,GO:0008092,cytoskeletal protein binding
b2004,GO:0031342,negative regulation of cell killing
b2004,GO:0051495,positive regulation of cytoskeleton organization
b2005,GO:0005515,protein binding
b2005,GO:0008092,cytoskeletal protein binding
b2005,GO:0012501,programmed cell death
b2006,GO:0005515,protein binding
b2007,GO:0005829,cytosol
b2008,GO:0005886,plasma membrane
