locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,in_iM,in_sg_iM,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,p1k_ctrl_log_tpm,p1k_log_tpm_med,p1k_log_tpm_med_abs_dev
b1783,yeaG,yeaG,protein kinase YeaG,Signal transduction mechanisms,"NtrC,RpoN,Lrp,ppGpp",P0ACY3,1866908,1868842,+,True,False,False,False,False,False,True,True,False,False,True,706.0,301.0,7.877587987,6.991066663316702,1.4709468843167022
b1784,yeaH,yeaH,DUF444 domain-containing protein YeaH,Function unknown,"NtrC,YfeD,RpoN,ppGpp",P76235,1868955,1870238,+,True,False,False,False,False,False,True,True,False,True,False,35.0,,6.044532076,5.405705817,1.4756019670000002
b1785,cdgI,cdgI;yeaI,putative c-di-GMP binding protein CdgI,Signal transduction mechanisms,ppGpp,P76236,1870385,1871860,+,True,False,False,False,False,False,True,True,False,True,False,,,0.7473450985000001,1.005318223,0.4433697809999999
b1786,dgcJ,dgcJ;yeaJ,putative diguanylate cyclase DgcJ,Signal transduction mechanisms,"ppGpp,Lrp",P76237,1872041,1873531,+,True,False,False,False,False,False,True,False,False,True,False,2.0,,3.4898900015,3.828276497,0.5401089830000001
b1787,yeaK,yeaK,mischarged aminoacyl-tRNA deacylase,Function unknown,,P64483,1873574,1874077,+,False,False,False,False,False,False,False,True,False,False,False,397.0,,7.417917279,6.556840457000001,0.4254182919999989
b1788,yoaI,yoaI,protein YoaI,No COG annotation,,P76239,1874078,1874182,-,True,True,False,False,False,False,False,True,False,True,False,,,3.1387947125,1.7974082219999998,0.8274371479999998
b1789,yeaL,yeaL,conserved inner membrane protein YeaL,Function unknown,,P0ACY6,1874352,1874798,+,False,False,False,False,False,False,False,True,False,True,False,,,4.2445476735,4.354541705,0.3177622429999998
b1790,nimR,nimR;yeaM,DNA-binding transcriptional repressor NimR,Transcription,"YeaM,NimR",P76241,1874755,1875576,-,False,False,False,False,False,False,False,True,False,False,False,,,4.1748568315,4.292968165,0.3224390160000006
b1791,nimT,nimT;yeaN,2-nitroimidazole exporter,Inorganic ion transport and metabolism,NimR,P76242,1875673,1876854,+,False,False,False,False,False,False,False,True,False,False,False,,,2.647238227,2.489789918,0.25772725900000015
b1792,yeaO,yeaO,conserved protein YeaO,Function unknown,ppGpp,P76243,1876909,1877256,+,False,False,False,False,False,False,False,True,False,True,False,223.5,,6.348500445500001,6.120939121,0.5807973969999995
b1793,yoaF,yoaF,DUF333 domain-containing lipoprotein YoaF,Function unknown,,P64493,1877278,1877532,-,False,False,False,False,False,False,False,True,False,True,False,,,5.7941050215,5.30457950910622,0.42687318089378046
b1794,dgcP,dgcP;yeaP,diguanylate cyclase DgcP,Signal transduction mechanisms,,P76245,1877715,1878740,+,False,False,False,False,True,False,False,True,False,False,False,,,6.984801309,6.734867805,0.34660476799999973
b4676,yoaK,yoaK,putative membrane protein YoaK,No COG annotation,,C1P602,1878773,1878871,+,False,False,False,False,False,False,False,True,False,True,False,,,,,
b4675,yoaJ,yoaJ,uncharacterized protein YoaJ,No COG annotation,,C1P603,1878874,1878948,+,False,False,False,False,False,False,False,True,False,True,False,,,,,
b1795,yeaQ,yeaQ,PF04226 family protein YeaQ,Function unknown,ppGpp,P64485,1879007,1879255,-,True,False,False,False,False,False,False,True,False,True,False,,,10.0640769485,8.686335523,1.2507779847349187
b1796,yoaG,yoaG,DUF1869 domain-containing protein YoaG,Function unknown,"RpoD,NsrR,NarP,NarL,Fis",P64496,1879403,1879585,-,True,False,False,False,False,False,False,True,False,True,False,,,1.418384628,1.9947819497793524,0.6805079567793524
b1797,yeaR,yeaR,DUF1971 domain-containing protein YeaR,Inorganic ion transport and metabolism,"RpoD,NsrR,NarP,NarL,Fis",P64488,1879589,1879948,-,True,False,False,False,False,False,False,True,False,True,False,2.0,,2.303521998,2.290446549,0.6732836999999998
b1798,leuE,leuE;yeaS,leucine exporter,Amino acid transport and metabolism,"Lrp,ppGpp",P76249,1880121,1880759,-,True,False,False,False,True,False,False,True,False,False,False,,,3.4984770865000003,3.878412213,0.6486185559999997
b1799,dmlR,dmlR;yeaT,DNA-binding transcriptional regulator DmlR,Transcription,,P76250,1880886,1881809,-,True,False,False,False,False,False,False,True,False,False,False,,,5.124282234000001,5.23911747,0.5769829099999999
b1800,dmlA,dmlA;yeaU,D-malate/3-isopropylmalate dehydrogenase (decarboxylating),Energy production and conversion,ppGpp,P76251,1881912,1882997,+,True,False,False,False,True,True,False,True,False,False,False,,,3.4454783019999997,3.718104613,0.5353658779999999
b1801,yeaV,yeaV,putative transporter YeaV,Cell wall/membrane/envelope biogenesis,,P0ABD1,1883188,1884633,+,False,False,False,False,True,True,False,True,False,True,False,,,0.3892799155,0.857447845,0.47639832200000015
b1802,yeaW,yeaW,carnitine monooxygenase subunit YeaW,Inorganic ion transport and metabolism,,P0ABR7,1884665,1885789,+,False,False,False,False,False,False,False,True,False,False,False,,,1.5430554395,1.670630021,0.37182152700000026
b1803,yeaX,yeaX,carnitine monooxygenase subunit YeaX,Energy production and conversion,,P76254,1885845,1886810,+,False,False,False,False,False,False,False,True,False,False,False,,,2.1415097895,2.302076984,0.34635854900000007
b1804,rnd,rnd,RNase D,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp",P09155,1886864,1887991,-,False,False,False,False,False,True,True,True,False,False,False,3.0,,5.804265284500001,5.522145725,0.3224239389999992
b1805,fadD,fadD;oldD,fatty acyl-CoA synthetase,Lipid transport and metabolism,"RpoD,ArcA,Crp,ppGpp,FadR",P69451,1888061,1889746,-,True,False,False,False,True,True,True,True,False,False,False,237.0,,5.2396729725,5.3355685,0.6222670269999995
b1806,yeaY,yeaY,Slp family lipoprotein YeaY,Cell wall/membrane/envelope biogenesis,"RpoE,ppGpp",P0AA91,1889951,1890532,-,True,False,False,False,False,False,True,True,False,True,True,77.0,133.0,6.284546534,6.350727333424529,0.2495574625754715
b1807,tsaB,tsaB;yeaZ,N(6)-L-threonylcarbamoyladenine synthase%2C TsaB subunit,"Post-translational modification, protein turnover,and chaperones",ppGpp,P76256,1890572,1891267,-,True,False,True,False,False,False,True,True,False,False,False,,,6.109934808999999,6.246596954,0.3680591299999998
b1808,yoaA,yoaA,putative 5' to 3' DNA helicase implicated in DNA repair,Transcription,,P76257,1891325,1893235,-,False,False,False,False,False,False,True,True,False,True,False,,,4.946750634500001,4.632438393,0.29576148199999963
b1809,yoaB,yoaB,RutC family protein YoaB,"Translation, ribosomal structure and biogenesis",,P0AEB7,1893367,1893711,+,False,False,False,False,False,False,True,True,False,True,True,1549.5,939.0,8.872176635999999,8.339761317999999,0.3933006030000019
b1810,yoaC,yoaC,DUF1889 domain-containing protein YoaC,Function unknown,"YeiE,YafC,RpoE,CysB,ppGpp",P64490,1894133,1894432,+,True,False,False,False,False,False,True,True,False,True,False,7.5,,6.4599503925,6.38298532333569,0.7501404653187196
b1811,yoaH,yoaH,UFP0181 family protein YoaH,Function unknown,Lrp,P67338,1894552,1894731,-,False,False,False,False,False,False,True,True,False,True,False,,,6.9022898745,6.885678557,0.4678574589999993
b1812,pabB,pabB,aminodeoxychorismate synthase subunit 1,Amino acid transport and metabolism,Lrp,P05041,1894805,1896166,+,True,False,False,False,True,True,True,True,False,False,False,17.0,,5.081083326,4.623204616000001,0.388655922700039
b1813,nudL,nudL;yeaB,putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity,Nucleotide transport and metabolism,,P43337,1896170,1896748,+,False,False,False,False,True,False,True,True,False,False,False,10.0,,5.9977769755,5.664148531059951,0.37033868105995094
b1814,sdaA,sdaA,L-serine deaminase I,Amino acid transport and metabolism,"RpoH,Lrp,Nac",P16095,1896932,1898296,+,True,False,False,False,True,True,True,True,False,False,False,1.0,,5.124374182,5.346898106,0.4941670319999991
b1815,pdeD,pdeD;adrB;yoaD,putative c-di-GMP phosphodiesterase PdeD,Signal transduction mechanisms,,P76261,1898427,1900025,+,False,False,False,False,False,False,True,True,False,True,False,,,3.0884356575,2.686452865,0.7038595260000002
b1816,yoaE,yoaE,putative inner membrane protein,Inorganic ion transport and metabolism,RpoD,P0AEC0,1900029,1901585,-,True,False,False,False,False,False,True,True,False,True,False,72.0,,5.678655525000001,5.263853663,0.3877907269999996
b4751,yoaL,,protein YoaL,No COG annotation,,UPI000187BD99,1901573,1901782,-,True,False,False,False,False,False,False,False,False,False,False,,,5.599442379,5.054649639,0.5392327359999998
b1817,manX,manX;gptB;ptsL,mannose-specific PTS enzyme IIAB component,Carbohydrate transport and metabolism,"RpoD,Crp,NagC,Mlc,Cra,dicF,Hfq,sgrS",P69797,1902048,1903019,+,True,False,False,False,True,True,True,True,False,False,True,2257.5,2524.0,9.624358388000001,8.97614825,0.6962684299999999
b1818,manY,manY;pel;ptsP,mannose-specific PTS enzyme IIC component,Carbohydrate transport and metabolism,"RpoD,Crp,NagC,Mlc,Cra,sgrS",P69801,1903082,1903882,+,True,False,False,False,True,True,True,True,False,False,True,111.0,959.0,9.429442729,8.948325547,0.6334464610000001
b1819,manZ,manZ;gptB;ptsM,mannose-specific PTS enzyme IID component,Carbohydrate transport and metabolism,"RpoD,Crp,NagC,Mlc,Cra,sgrS",P69805,1903895,1904746,+,True,False,False,False,True,True,True,True,False,False,True,346.0,1244.0,9.501011074000001,8.997915791,0.5985788449999987
b1820,yobD,yobD,conserved inner membrane protein YobD,Function unknown,GlaR,P67601,1904801,1905259,+,True,False,False,False,False,False,True,True,False,True,False,,,5.193713149999999,5.272551592,0.5558138900000005
b1821,mntP,mntP;yebN,Mn(2(+)) exporter,Inorganic ion transport and metabolism,"RpoD,Fur,MntR,ppGpp,Mn2;",P76264,1905688,1906254,+,True,False,False,False,True,False,True,True,False,False,False,,,2.511942148,2.249212785,0.563839062
b1822,rlmA,rlmA;rrmA;yebH,23S rRNA m(1)G745 methyltransferase,"Translation, ribosomal structure and biogenesis",ppGpp,P36999,1906251,1907060,-,True,False,False,True,False,True,True,True,False,False,False,5.0,,6.000263909500001,5.658472777,0.341195377
b1823,cspC,cspC;msmB,stress protein%2C member of the CspA family,Transcription,"RpoD,BtsR",P0A9Y6,1907226,1907435,-,True,False,False,False,False,False,True,True,False,False,True,53799.5,9860.0,11.41208056,11.58878742,0.6529272900000009
b1824,yobF,yobF,DUF2527 domain-containing protein YobF,Function unknown,"RpoD,oxyS,YdcI,YdcR,YcaN,Nac,BtsR,cyaR",P64508,1907448,1907591,-,True,False,False,False,False,False,True,True,False,True,False,,,11.38749113,12.08619041,0.885801729999999
b1825,yebO,yebO,uncharacterized protein YebO,Function unknown,ppGpp,P64499,1908261,1908548,-,True,False,False,False,False,False,True,True,False,True,False,95.5,,7.7488473575,7.708609052999999,0.8102281759999999
b1826,mgrB,mgrB;yobG,PhoQ kinase inhibitor,Function unknown,PhoP,P64512,1908623,1908766,-,True,False,False,False,False,False,True,True,False,False,False,,,6.439978104,7.305076064,0.8101808446661742
b4536,yobH,yobH,protein YobH,Function unknown,,Q2MB16,1908925,1909164,+,True,False,False,False,False,False,True,True,False,True,False,,,6.3358069575,6.240623749,0.5348551339999998
b1827,kdgR,kdgR;yebP,DNA-binding transcriptional repressor KdgR,Transcription,Nac,P76268,1909308,1910099,-,True,False,False,False,False,False,True,True,False,False,True,568.0,396.0,7.247297699,7.079309772,0.26938477200000044
b1828,yebQ,yebQ,putative transporter YebQ,Amino acid transport and metabolism,"ppGpp,Nac",P76269,1910276,1911649,+,True,False,False,False,False,False,True,True,False,True,False,,,2.197883946,2.114134916,0.48721348600000036
b1829,htpX,htpX,zinc dependent endoprotease,"Post-translational modification, protein turnover,and chaperones","RpoH,OmpR,Nac",P23894,1911695,1912576,-,True,False,False,False,False,False,True,True,False,False,True,338.5,678.0,8.263819551500001,8.237392697,0.5111724940000011
b1830,prc,prc;tsp,tail-specific protease,Cell wall/membrane/envelope biogenesis,,P23865,1912768,1914816,-,True,False,False,False,False,False,True,True,False,False,True,414.0,677.0,8.350032141,7.895677253,0.23040124799999973
b1831,proQ,proQ;yebJ;yobE;yoeC,RNA chaperone ProQ,Signal transduction mechanisms,,P45577,1914836,1915534,-,True,False,False,False,False,False,True,True,False,False,True,2010.5,1750.0,9.894974752,9.155578014744211,0.36459595125578836
b1832,msrC,msrC;yebR,free methionine-(R)-sulfoxide reductase,Signal transduction mechanisms,,P76270,1915631,1916128,-,True,False,False,False,True,False,True,True,False,False,True,1115.0,654.0,8.6959615505,8.759766474,0.36069113055645374
b1833,yebS,yebS,intermembrane transport protein YebS,Function unknown,YcjW,P0AD03,1916258,1917541,+,True,False,False,False,False,False,True,True,False,True,False,,,4.6636790635,4.684849492171705,0.30844352682531895
b1834,yebT,yebT,intermembrane transport protein YebT,"Secondary metabolites biosynthesis, transport, and catabolism",,P76272,1917510,1920143,+,True,False,False,False,False,False,True,True,False,True,False,14.0,,5.3218934435000005,5.121982539799852,0.314564674200148
b1835,rsmF,rsmF;yebU,16S rRNA m(5)C1407 methyltransferase,"Translation, ribosomal structure and biogenesis","ppGpp,Nac",P76273,1920223,1921662,+,True,False,False,True,False,True,True,True,False,False,False,42.5,,5.264909684499999,4.763091452,0.2920536650930936
b1836,yebV,yebV,protein YebV,Function unknown,ppGpp,P64503,1921780,1922016,+,True,False,False,False,False,False,True,True,False,True,False,1834.0,,9.1252522215,8.209662611,1.6585908729999996
b1837,yebW,yebW,protein YebW,Function unknown,,P76275,1922121,1922312,+,True,False,False,False,False,False,True,True,False,True,False,,,6.4463985585,6.129674694356612,0.583710622051969
b1838,pphA,pphA;prpA;yebX,phosphoprotein phosphatase 1,Signal transduction mechanisms,"RpoH,RpoS",P55798,1922313,1922969,-,True,False,False,False,False,False,True,True,False,False,False,,,3.2593896155,3.508213388,0.6282246776126965
b1839,yebY,yebY,DUF2511 domain-containing protein YebY,Function unknown,fnrS,P64506,1923365,1923706,-,True,False,False,False,False,False,True,True,False,True,True,521.5,224.0,7.286506043499999,7.240301442000001,0.4028566004085299
b1840,yebZ,yebZ,putative inner membrane protein,Inorganic ion transport and metabolism,fnrS,P76278,1923719,1924591,-,True,False,False,False,False,False,True,True,False,True,False,,,6.801792363500001,6.289993866444317,0.41591716655568245
b1841,yobA,yobA,CopC domain-containing protein,Function unknown,"YdcI,fnrS,Nac",P0AA57,1924595,1924969,-,True,False,False,False,False,False,True,True,False,True,True,68.0,321.0,7.7724761525,7.539114505,0.4308463300000005
b1842,holE,holE,DNA polymerase III subunit theta,"Replication, recombination and repair",Nac,P0ABS8,1925108,1925338,+,True,False,False,False,False,False,True,True,False,False,False,,,7.251922916,6.45001003,0.6634805841897329
b1843,yobB,yobB,putative carbon-nitrogen hydrolase family protein YobB,Function unknown,"OmpR,Nac",P76280,1925440,1926096,+,True,False,False,False,False,False,True,True,False,True,False,,,5.765020396499999,5.428831212,0.4039034608361627
b1844,exoX,exoX;yobC,exonuclease X,"Replication, recombination and repair","YdhB,OmpR",P0AEK0,1926120,1926782,+,True,False,False,False,False,False,True,True,False,False,False,,,6.410152527,6.287460836,0.35791368599999984
b1845,ptrB,ptrB;tlp,oligopeptidase B,Amino acid transport and metabolism,,P24555,1926779,1928839,-,True,False,False,False,False,False,True,True,False,False,False,2.0,,4.9555971305,4.773198782907867,0.524078216907867
b1846,yebE,yebE,conserved inner membrane protein YebE,Function unknown,"RpoD,CpxR",P33218,1929048,1929707,-,True,False,False,False,False,False,True,True,False,True,False,351.5,,4.772516213,4.872515906,0.6383094180000004
b1847,yebF,yebF,secreted protein YebF,Function unknown,"Lrp,ppGpp",P33219,1930034,1930390,-,True,False,False,False,False,False,True,True,False,True,False,1614.0,,8.3061728565,7.963641907,0.6802428219999994
b1848,yebG,yebG,DNA damage-inducible protein YebG,Function unknown,"RpoD,LexA",P0ACY9,1930457,1930747,-,True,False,False,False,False,False,True,True,False,True,False,154.5,,6.9297479995,6.932973845,0.40878618799999966
b1849,purT,purT,phosphoribosylglycinamide formyltransferase 2,Nucleotide transport and metabolism,"RpoD,ppGpp,PurR,Lrp",P33221,1930881,1932059,+,True,False,False,False,True,True,True,True,False,False,True,1330.0,1129.0,7.630456887499999,6.560287899,0.8074825339999991
b1850,eda,eda;hga;kdgA,KHG/KDPG aldolase,Carbohydrate transport and metabolism,"RpoD,Cra,KdgR,PhoB,GntR",P0A955,1932115,1932756,-,True,False,False,False,True,True,True,True,False,False,True,2637.5,1924.0,7.9510561205000005,7.906572492,0.3863299069999995
b1851,edd,edd,phosphogluconate dehydratase,Amino acid transport and metabolism,"RpoD,KdgR,Cra,GntR",P0ADF6,1932793,1934604,-,True,False,False,False,True,True,True,True,False,False,True,,168.0,5.4722954405,5.6719803760000005,0.3652329091122155
b1852,zwf,zwf,NADP(+)-dependent glucose-6-phosphate dehydrogenase,Nucleotide transport and metabolism,"RpoD,YciT,Fur,Fnr,Cra,MarA,Rob,SoxS",P0AC53,1934839,1936314,-,True,False,False,False,True,True,True,True,False,False,True,1086.5,1684.0,8.331780977,8.360652369,0.3762493530000004
b1853,yebK,hexR;yebK,DNA-binding transcriptional repressor YebK,Transcription,YebK,P46118,1936652,1937521,+,True,False,False,False,False,False,True,True,False,False,True,58.5,141.0,5.8928832595000005,5.970283533619423,0.46332133661942176
b1854,pykA,pykA,pyruvate kinase II,Nucleotide transport and metabolism,"RpoD,YqhC,RpoS,Fnr,dicF",P21599,1937649,1939091,+,True,False,False,False,True,True,True,True,False,False,True,1910.0,1988.0,7.9912895835,8.239444404,0.3454981090000002
b1855,lpxM,lpxM;msbB,myristoyl-acyl carrier protein-dependent acyltransferase,Cell wall/membrane/envelope biogenesis,,P24205,1939222,1940193,-,True,False,False,False,True,True,True,True,False,False,True,56.0,168.0,6.89848892,6.444689306,0.3916707130000008
b1856,mepM,mepM;yebA,peptidoglycan DD-endopeptidase MepM,Cell wall/membrane/envelope biogenesis,,P0AFS9,1940313,1941635,-,True,False,False,False,True,False,True,True,False,False,False,,,5.899765691000001,6.239605878,0.57197912
b1857,znuA,znuA;yebL;yzzP,Zn(2(+)) ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"OxyR,RpoS,Zur,OmpR,Nac",P39172,1941651,1942583,-,True,False,False,False,True,True,True,True,False,False,True,135.5,176.0,6.4038261885,6.555124715,0.47186258399999836
b1858,znuC,znuC;yebM,Zn(2(+)) ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"RpoD,OxyR,Zur,ppGpp",P0A9X1,1942662,1943417,+,True,False,False,False,True,True,True,True,False,False,False,,,5.732335044999999,5.859512942,0.31515839043153626
b1859,znuB,znuB;yebI,Zn(2(+)) ABC transporter membrane subunit,Inorganic ion transport and metabolism,"RpoD,OxyR,Zur,ppGpp",P39832,1943414,1944199,+,True,False,False,False,True,True,True,True,False,False,False,,,4.402297235500001,4.847855971,0.3779842304680985
b1860,ruvB,ruvB,Holliday junction branch migration complex subunit RuvB,"Replication, recombination and repair",LexA,P0A812,1944346,1945356,-,False,False,False,False,False,False,True,True,False,False,False,159.5,,6.163220019,6.128661327670715,0.2974473523292849
b1861,ruvA,ruvA,Holliday junction branch migration complex subunit RuvA,"Replication, recombination and repair",LexA,P0A809,1945365,1945976,-,True,False,False,False,False,False,True,True,False,False,True,,179.0,6.2937942825,6.275296565,0.2522184422551339
b4677,yobI,yobI,uncharacterized protein YobI,No COG annotation,,C1P604,1946115,1946180,-,False,False,False,False,False,False,False,True,False,True,False,,,,,
b1862,yebB,yebB,putative papain-like amidase YebB,Function unknown,"RpoD,gcvB",P24238,1946251,1946853,+,False,False,False,False,False,False,True,True,False,True,False,,,1.898297099,1.5900927180000002,0.4006234750000002
b1863,ruvC,ruvC,crossover junction endodeoxyribonuclease RuvC,"Replication, recombination and repair","RpoD,ppGpp",P0A814,1946855,1947376,-,False,False,False,False,False,False,True,True,False,False,False,,,6.985162213000001,7.468795179823622,0.2623096761763781
b1864,yebC,yebC,putative transcriptional regulator YebC,Transcription,RpoD,P0A8A0,1947411,1948151,-,False,False,False,False,False,False,True,True,False,True,True,567.5,2039.0,8.445117205999999,8.258066447000001,0.23038726799999942
b1865,nudB,nudB;ntpA,dihydroneopterin triphosphate diphosphatase,"Replication, recombination and repair","RpoD,ppGpp",P0AFC0,1948180,1948632,-,False,False,False,False,True,True,True,True,False,False,False,,,7.8061928145,8.108269235,0.25602254499999955
b1866,aspS,aspS;tls,aspartate--tRNA ligase,"Translation, ribosomal structure and biogenesis","ppGpp,Lrp",P21889,1948750,1950522,-,False,False,True,True,False,True,True,True,False,False,True,1922.0,2338.0,8.255352346999999,8.150192163,0.21118561099999944
b1867,yecD,yecD,putative hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",Nac,P0ADI7,1950832,1951398,+,True,False,False,False,False,False,True,True,False,True,True,43.5,270.0,6.4212436175,6.190388259,0.35455239700000085
b1868,yecE,yecE,DUF72 domain-containing protein YecE,Function unknown,Nac,P37348,1951395,1952213,+,False,False,False,False,False,False,True,True,False,True,False,1.0,,4.968485678,4.69449466,0.39852456599999986
b1869,yecN,yecN,putative inner membrane protein,Function unknown,,P64515,1952266,1952661,+,False,False,False,False,False,False,True,True,False,True,False,,,7.5123023325,7.095945642999999,0.5031157732705314
b1870,cmoA,cmoA;yecO,carboxy-S-adenosyl-L-methionine synthase,"Translation, ribosomal structure and biogenesis",ppGpp,P76290,1952702,1953445,+,False,False,False,True,True,True,True,True,False,False,True,328.0,437.0,6.500311374000001,6.469525518999999,0.2767766689999993
b1871,cmoB,cmoB;yecP,tRNA U34 carboxymethyltransferase,"Translation, ribosomal structure and biogenesis","YcjW,ppGpp",P76291,1953442,1954413,+,False,False,False,True,False,True,True,True,False,False,True,74.5,144.0,6.354605122000001,5.908148941,0.3016139899999999
b1872,torZ,torZ;bisZ,trimethylamine N-oxide reductase 2,Energy production and conversion,YbiH,P46923,1954578,1957007,-,False,False,False,False,True,True,True,True,False,False,True,,154.0,2.613210751,2.703979443,0.31263696800000007
b1873,torY,torY;yecK,cytochrome c quinol dehydrogenase TorY,Energy production and conversion,,P52005,1957032,1958132,-,True,False,False,False,True,True,True,True,False,False,False,,,0.948446283,1.186232714,0.3797446798006596
b1874,cutC,cutC;cutCM,protein CutC,Inorganic ion transport and metabolism,,P67826,1958520,1959266,-,True,False,False,False,False,False,True,True,False,True,True,50.0,133.0,6.402427735,6.261492965,0.4085512109999998
b1875,yecM,yecM;yecL,putative metal-binding enzyme YecM,Function unknown,,P52007,1959280,1959846,-,False,False,False,False,False,False,True,True,False,True,True,182.5,141.0,6.486167684,6.152114162,0.3511039389999997
b1876,argS,argS,arginine--tRNA ligase,"Translation, ribosomal structure and biogenesis","RpoD,ppGpp,Lrp",P11875,1960062,1961795,+,True,False,True,True,False,True,True,True,False,False,True,593.5,1079.0,7.77736397,7.225402881248852,0.3584200957511472
b1877,yecT,yecT,protein YecT,Function unknown,"RcsB-BglJ,ppGpp",P76296,1961972,1962460,+,False,False,False,False,False,False,False,True,False,True,False,,,2.465529604,2.518036023,0.5655854969999998
b1878,flhE,flhE,flagellar protein,Cell motility,"RpoD,FlhDC",P76297,1962580,1962972,-,True,False,False,False,False,False,False,False,False,True,False,,,1.5882221140000001,2.165610302,0.8709650019999997
b1879,flhA,flhA,flagellar biosynthesis protein FlhA,Cell motility,"RpoD,YcjW,FlhDC",P76298,1962972,1965050,-,True,False,False,False,False,False,False,False,False,False,False,,,2.6180515535,2.894264176,0.6021311159999998
b1880,flhB,flhB;yecQ,flagellar biosynthesis protein FlhB,Cell motility,"RpoD,FlhDC",P76299,1965043,1966191,-,True,False,False,False,False,False,False,False,False,False,False,,,2.286979971,1.922792052,0.898121618
b1881,cheZ,cheZ,chemotaxis protein CheZ,"Translation, ribosomal structure and biogenesis","Fnr,FliA,ppGpp",P0A9H9,1966393,1967037,-,True,False,False,False,False,False,False,False,False,False,False,,,3.0649473535,3.70305472,0.6571790689999997
b1882,cheY,cheY,chemotaxis protein CheY,Transcription,"Fnr,FliA",P0AE67,1967048,1967437,-,True,False,False,False,False,False,False,False,False,False,False,31.5,,3.8948178005000003,3.596208481,0.8961600810000001
b1883,cheB,cheB,protein-glutamate methylesterase/protein glutamine deamidase,Cell motility,"Fnr,FliA",P07330,1967452,1968501,-,True,False,False,False,False,False,False,False,False,False,False,,,1.076021991,1.793760989,0.6654630376754751
b1884,cheR,cheR;cheX,chemotaxis protein methyltransferase,"Translation, ribosomal structure and biogenesis","Fnr,FliA",P07364,1968504,1969364,-,True,False,False,False,False,False,False,False,False,False,False,,,1.2043006809999999,2.010415134,0.7046748410000001
b1885,tap,tap,methyl-accepting chemotaxis protein Tap,Cell motility,"Fnr,FliA",P07018,1969383,1970984,-,True,False,False,False,False,False,False,False,False,False,False,,,1.370727462,1.719934844732539,0.7469685057325391
b1886,tar,tar;cheM,methyl-accepting chemotaxis protein Tar,Cell motility,"Fnr,FliA,GlaR",P07017,1971030,1972691,-,True,False,False,False,False,False,False,False,False,False,True,4.0,259.0,1.4159023535,1.957555613,0.9452096430000001
b1887,cheW,cheW,chemotaxis protein CheW,Cell motility,"FliA,CpxR",P0A964,1972836,1973339,-,True,False,False,False,False,False,False,False,False,False,True,4.5,269.0,3.146991004,3.659995991,0.8920913069999998
b1888,cheA,cheA,chemotaxis protein CheA,Cell motility,"YciT,FliA,CpxR,Nac",P07363,1973360,1975324,-,True,False,False,False,False,False,False,False,False,False,True,1.0,119.0,2.4111170824999997,2.518848475,0.8106263220328385
b1889,motB,motB,motility protein B,Cell motility,"FliA,CpxR",P0AF06,1975329,1976255,-,True,False,False,False,False,False,False,False,False,False,False,,,1.1722803615,2.073874913843436,0.894822253843436
b1890,motA,motA;flaJ,motility protein A,Cell motility,"FliA,CpxR",P09348,1976252,1977139,-,True,False,False,False,False,False,False,False,False,False,False,,,1.4433385374999999,2.083618996,0.9909975778697611
b1891,flhC,flhC;flaI,DNA-binding transcriptional dual regulator FlhC,Transcription,"OmpR,QseB,RpoD,RpoN,Fur,IHF,AcrR,YjjQ,Crp,ppGpp,LrhA,RcsAB,EcpR,H-NS,HdfR,FliZ,arcZ,mcaS,omrA,omrB,oxyS",P0ABY7,1977266,1977844,-,True,False,False,False,False,False,False,False,False,False,False,,,5.4999096905,5.37539705413466,1.0525823333086084
b1892,flhD,flhD;flbB,DNA-binding transcriptional dual regulator FlhD,Transcription,"OmpR,QseB,RpoD,RpoN,mcaS,Fur,IHF,AcrR,YjjQ,Crp,ppGpp,LrhA,RcsAB,EcpR,H-NS,HdfR,FliZ,arcZ,omrA,omrB,oxyS",P0A8S9,1977847,1978197,-,True,False,False,False,False,False,False,False,False,False,False,,,5.415813057,5.861602081,1.1559955160000008
b1893,insB-5,insB5,IS1 protein InsB,"Replication, recombination and repair",,A0A385XJL4,1978518,1979021,-,True,False,False,False,False,False,False,False,False,False,False,,,2.3147678845,2.320540401,0.6254365470000001
b1894,insA-5,insA5,IS1 protein InsA,"Replication, recombination and repair",,A0A385XJ53,1978940,1979215,-,True,False,False,False,False,False,False,False,False,False,False,,,2.9911144700000003,3.5156977168967187,0.7116027121032809
b1895,uspC,uspC;yecG,universal stress protein C,Signal transduction mechanisms,"ppGpp,Nac",P46888,1979753,1980181,+,False,False,False,False,False,False,False,True,False,False,False,,,5.911944141499999,5.24616380242446,0.9123986914785034
b1896,otsA,otsA,trehalose-6-phosphate synthase,Carbohydrate transport and metabolism,"YidZ,YbaQ,RpoS,ppGpp",P31677,1980188,1981612,-,True,False,False,False,True,True,False,True,False,False,True,236.5,132.0,7.403717203999999,6.378559635,1.307367492
